상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
히트업 발열 레깅스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=51517&xcode=065&mcode=007&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aGp3Vw%3D%3D,"입은듯 안입은듯 초밀착 착용감! 팬츠안에 입어도 거슬림NO, 보온성UP~ (F,L / 4color)",,18000,16200,10,69,"rgb(0, 0, 0);, rgb(253, 237, 234);, rgb(169, 124, 124);, rgb(60, 60, 60);",PANTS
[MADE] 가르송 테이퍼드핏 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62306&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp8W1s%3D,"시즌마다 베스트셀러~! 이번시즌 NEW 컬러감으로
새롭게 돌아온 언제나 사랑받는 국민템♥
(2color / S~XXL)",,,,,176,"rgb(51, 63, 71);, rgb(54, 54, 54);",PANTS
[MADE] 치즈 포켓 배기팬츠 23FW,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60857&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=a2p3WQ%3D%3D,"도톰한 두께감과 쫀득쫀득 편안한 신축성으로
데일리하게 즐길 수 있는 배기핏 슬랙스!
new롱기장 추가 출시 (2color / S~XXL / 기본,롱)",,,,,70,"rgb(79, 84, 83);, rgb(0, 0, 0);",PANTS
심플 일자 코튼팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62280&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=amV0,"깔끔한 아웃핏을 자랑하는 히든밴딩!
쫀쫀! 한 신축성으로 편안한 착용감의 팬츠:)
(4color / S~XL)",,,,,3,"rgb(255, 255, 255);, rgb(227, 224, 216);, rgb(135, 132, 128);, rgb(0, 0, 0);",PANTS
[MADE] 위켄드 텐셀데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61995&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmt4W11E,"밀도 높은 조직감으로 높은 퀄리티 팬츠 !
텐셀 데님 소재로 실키하고 매끄러운 텍스처
(2color/M,L)",,,,,78,"rgb(114, 127, 156);, rgb(41, 47, 77);",PANTS
링클 핀턱 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60232&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm9%2FW11F,"내추럴하게 멋스러운 링클 소재!
하체 군살 쏙 커버 해주는 와이드 핏
(3color)",,,,,6,"rgb(228, 153, 190);, rgb(184, 178, 147);, rgb(0, 0, 0);",PANTS
라이트 버뮤다 5부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61666&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=a253UF4%3D,"힘있는 소재감으로 핏이 살아나는 하프팬츠
다양한 상의에 고급스럽운 무드로 포인트 주기 좋아요!
(2color)",,,,,0,"rgb(250, 247, 250);, rgb(0, 0, 0);",PANTS
[MADE] 치즈 와이드 팬츠 JP04889,https://www.joamom.co.kr/shop/shopdetail.html?branduid=56903&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm19W11H,"구매후기가 말해주는 초초베스트템누적판매 2만장이상!! 가을컬러 깔별구매하세요(S~XXL / 4color / 기본, 롱)",,,,,1,"rgb(0, 0, 0);, rgb(207, 199, 167);, rgb(110, 66, 0);, rgb(34, 34, 66);",PANTS
애쉬다잉 일자와이드 코튼 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61920&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm50W11A,"빈티지한 멋스러움 가득한 다잉워싱★
기본템과 한 끗 차이로 스타일리쉬하게!
(3color / S~L)",,,,,10,"rgb(252, 252, 252);, rgb(250, 242, 248);, rgb(215, 222, 213);",PANTS
루비우 절개 데님팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61826&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm54W11B,"은은한 워싱 포인트로 멋스러움 가득 -
우수한 신축성으로 착용감까지 완벽♡
(S~XL)",,,,,12,"rgb(187, 206, 228);",PANTS
와이드 쿨 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60268&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmt3UFo%3D,"무더운 여름에도 갑갑함 없이 시원한 쿨데님!
멋스럽게 스타일까지 챙겨 줄 와이드 팬츠
(S~XL / 2color)",,,,,25,"rgb(63, 98, 150);, rgb(147, 177, 207);",PANTS
[MADE] 킨포크 린넨 9부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62013&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z2h3UFs%3D,"시원한 린넨원단이 깔끔하면서도
내추럴한 무드로 멋스럽게 착용될 일자핏 팬츠!
(4color / S~XL)",,,,,42,"rgb(38, 37, 48);, rgb(240, 235, 223);, rgb(222, 202, 222);, rgb(125, 112, 92);",PANTS
르베라 밴딩 썸머 배기 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=56416&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp1W11M,"올 여름에도 배기핏으로 스타일리쉬하게
시원하고 가벼운 소재에 멋스러움까지!!
(F,L / 3color)",,,,,568,"rgb(220, 214, 198);, rgb(88, 104, 129);, rgb(0, 0, 0);",PANTS
[MADE] 잘록허리 와이드 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61693&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=am93UFU%3D,"역대급 인스타 반응! 허리는 잘록~ 똥배는 쏘옥♥
없던 허리를 만들어주는 요술 아이템!
(S~XXL / 기본,롱)",,,,,97,"rgb(0, 0, 0);",PANTS
벨트세트 핀턱 롤업 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61185&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmh9W15E,"여유로운 아방한핏이 멋스러운 디자인!
벨트까지 세트인데 이가격~ 뒷밴딩입니다~
(S~L / 3color)",,,,,16,"rgb(0, 0, 0);, rgb(97, 79, 70);, rgb(207, 200, 171);",PANTS
롤업 일자와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61860&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm19W15F,"밑단 롤업 POINT!★
기본티에 데님 하나만 입어줘도 멋스러워~
(S~XL)",,,,,2,"rgb(92, 114, 145);",PANTS
[MADE] 생투앙 톰보이 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61603&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx8W15G,"이번 봄 꼭 소장하세요♥
트랜디한 톰보이핏. 빈티지한 감성으로 멋스럽게~
(S~XXL / 기본,롱)",,,,,30,"rgb(60, 73, 107);",PANTS
엔크 와이드 치마바지,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60532&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmh9W15H,"와이드하게 A라인으로 떨어지는 핏감이 멋스러운!
바스락~안 입은 듯 정말 가볍고 시원해요
(F,L / 4color)",,,,,22,"rgb(99, 75, 65);, rgb(133, 113, 99);, rgb(69, 66, 56);, rgb(0, 0, 0);",PANTS
셀리아 더블핀턱 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62111&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmd3U1g%3D,"유니크한 패턴 포인트를 톡 !
여성스러운 무드도 함께 느낄 수 있어요 :)",,,,,1,"rgb(0, 0, 0);",PANTS
모던 투핀턱 코튼슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61835&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z2l3U1o%3D,"트렌디 하지만 과하지 않게!
핀턱+와이드 핏으로 멋스럽게 즐겨주세요:)
(S~L / 3color)",,,,,9,"rgb(203, 197, 193);, rgb(203, 143, 175);, rgb(0, 0, 0);",PANTS
사이드 핀턱 배기 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62009&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx9W15D,"멋스러운 사이드 핀턱 디테일!
하체 통통하신분들께 추천드리는 배기핏-
(3color / S~L)",,,,,7,"rgb(237, 236, 228);, rgb(176, 164, 148);, rgb(0, 0, 0);",PANTS
[MADE] 치즈 와이드 팬츠 JP05478,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59485&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm59W15M,"다리라인 커버되는 딱 적당한 와이드! 세탁&건조기까지 돌려도 실패없는 원단!(S~XXL / 4color / 기본,롱)",,,,,1,"rgb(184, 172, 158);, rgb(32, 31, 49);, rgb(148, 160, 174);, rgb(0, 0, 0);",PANTS
무드 크롭 와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61607&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx3U1U%3D,"군살을 쏙 커버해주는 와이드 핏의
8부 데님 팬츠를 소개해드립니다.
(S~XL/2color)",,,,,8,"rgb(191, 195, 217);, rgb(43, 48, 84);",PANTS
